employee_id,first_name,last_name,gender,region,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-94076413,Mamadou,Fall,Masculin,Louga,Linguère,2020-12-18,Service Clientèle,Représentant Service Clientèle,Licence,1878617,Excellent,Non,1975-10-19,
00-88365465,Fatou,Ndiaye,Masculin,Diourbel,Bambey,2017-06-12,Ventes,Représentant Commercial,Licence,1895868,Excellent,Oui,1979-10-25,
00-77249703,Ousmane,Diallo,Féminin,Dakar,Guédiawaye,2015-06-07,Opérations,Spécialiste des Stocks,Licence,1857180,Bon,Non,1995-08-30,
00-88066782,Ibrahima,Faye,Féminin,Dakar,Guédiawaye,2018-05-31,Marketing,Spécialiste SEO,Baccalauréat,2107794,Bon,Non,1960-05-25,
00-15800627,Fatou,Sow,Masculin,Kolda,Médina Yoro Foulah,2016-10-13,Opérations,Coordinateur Logistique,Licence,2144792,Satisfaisant,Non,1970-10-17,
00-62692263,Ousmane,Sow,Féminin,Diourbel,Mbacké,2017-01-14,Ventes,Représentant Commercial,Licence,1624737,Bon,Non,1976-06-17,
00-54428021,Awa,Diallo,Féminin,Dakar,Dakar,2021-08-15,Opérations,Coordinateur Logistique,Licence,1770764,Satisfaisant,Non,2004-05-28,
00-89756942,Mamadou,Sow,Masculin,Dakar,Dakar,2017-10-02,Ventes,Consultant Commercial,Master,2488840,Bon,Non,1980-10-21,
00-45948650,Abdoulaye,Fall,Masculin,Dakar,Pikine,2016-08-10,Service Clientèle,Technicien Support,Baccalauréat,2329455,Bon,Non,1998-11-16,
00-92191476,Ousmane,Diop,Féminin,Dakar,Pikine,2020-11-12,Ressources Humaines,Recruteur,Licence,2259547,Bon,Oui,1961-07-24,
00-52139442,Ousmane,Diouf,Féminin,Thiès,Tivaouane,2022-03-15,Service Clientèle,Technicien Support,Licence,2170462,Bon,Non,1964-07-11,
00-14932213,Mamadou,Gueye,Féminin,Dakar,Guédiawaye,2016-05-13,Opérations,Spécialiste des Stocks,Licence,1717417,Bon,Oui,1985-01-13,
00-36113612,Adama,Diallo,Féminin,Thiès,Thiès,2017-10-10,Opérations,Coordinateur Logistique,Licence,1955966,Excellent,Non,1990-01-26,
00-46788371,Abdoulaye,Gueye,Féminin,Dakar,Pikine,2016-10-04,Opérations,Spécialiste des Stocks,Licence,2048027,Satisfaisant,Non,1988-04-07,
00-83955621,Ibrahima,Sow,Féminin,Dakar,Guédiawaye,2024-03-27,Informatique,Spécialiste Support Informatique,Baccalauréat,1852531,Bon,Non,1998-07-28,
00-95210492,Fatou,Fall,Féminin,Dakar,Guédiawaye,2022-09-24,Informatique,Administrateur Système,Master,2858556,Satisfaisant,Oui,2001-04-07,
00-66166893,Ousmane,Diop,Masculin,Dakar,Pikine,2019-07-27,Ventes,Consultant Commercial,Master,2124231,Bon,Oui,2002-09-19,
00-30645556,Fatou,Ndiaye,Féminin,Thiès,Thiès,2023-09-05,Ventes,Spécialiste des Ventes,Master,2570805,Bon,Oui,1973-07-11,
00-41790179,Mamadou,Diouf,Féminin,Kaolack,Nioro du Rip,2018-11-01,Ventes,Représentant Commercial,Licence,1881402,Satisfaisant,Non,1989-04-12,
00-84820644,Ousmane,Sow,Masculin,Tambacounda,Bakel,2022-07-04,Opérations,Analyste des Opérations,Licence,1596726,Bon,Non,2003-10-11,
00-59622552,Ousmane,Diouf,Féminin,Louga,Kébémer,2020-12-18,Opérations,Coordinateur Logistique,Licence,1802714,Excellent,Non,1992-09-07,
00-64746059,Cheikh,Diouf,Masculin,Saint-Louis,Podor,2019-09-18,Informatique,Spécialiste Support Informatique,Licence,2005266,Excellent,Oui,1969-11-29,
00-75402764,Coumba,Faye,Féminin,Kaolack,Kaolack,2023-05-20,Informatique,Développeur Logiciel,Licence,3285819,Bon,Non,1976-09-10,
00-39043039,Cheikh,Ndiaye,Masculin,Dakar,Pikine,2019-07-17,Service Clientèle,Représentant Service Clientèle,Licence,1686061,Excellent,Non,1974-01-01,
00-90611976,Mamadou,Diallo,Masculin,Thiès,Mbour,2022-04-27,Ventes,Consultant Commercial,Master,3097750,Bon,Non,1987-09-25,
00-13923420,Coumba,Ndiaye,Masculin,Fatick,Gossas,2022-11-25,Ventes,Représentant Commercial,Licence,2024157,Bon,Non,1978-11-23,
00-85908867,Adama,Ndiaye,Masculin,Kaolack,Kaolack,2024-03-07,Informatique,Administrateur Système,Licence,2623616,Bon,Non,1969-09-01,
00-12331631,Fatou,Ndiaye,Masculin,Dakar,Guédiawaye,2017-11-23,Informatique,Développeur Logiciel,Licence,2549435,Excellent,Non,2000-12-18,
00-60267859,Ousmane,Diop,Masculin,Dakar,Guédiawaye,2019-09-13,Ventes,Représentant Commercial,Licence,1807952,Satisfaisant,Non,1984-08-19,
00-91267783,Mamadou,Gueye,Masculin,Kédougou,Salémata,2021-12-07,Service Clientèle,Technicien Support,Baccalauréat,2381049,Satisfaisant,Non,1994-03-23,
00-19010715,Ousmane,Ba,Féminin,Thiès,Mbour,2017-08-05,Opérations,Spécialiste des Stocks,Baccalauréat,1629441,Satisfaisant,Non,1976-11-07,
00-88385651,Cheikh,Diallo,Masculin,Thiès,Thiès,2018-03-12,Opérations,Coordinateur Logistique,Licence,1715627,Satisfaisant,Non,1984-02-09,
00-68575790,Ibrahima,Fall,Féminin,Dakar,Dakar,2023-04-25,Service Clientèle,Spécialiste Support,Baccalauréat,2040863,Bon,Non,1980-02-12,
00-34470780,Awa,Thiam,Masculin,Dakar,Dakar,2021-02-07,Ventes,Représentant Commercial,Licence,2132037,Bon,Non,1999-04-26,
00-41032607,Ibrahima,Ba,Masculin,Kaolack,Kaolack,2022-07-02,Ventes,Spécialiste des Ventes,Doctorat,2470449,Satisfaisant,Non,1979-05-30,
00-60724162,Ibrahima,Ndiaye,Masculin,Dakar,Pikine,2016-02-19,Finance,Comptable,Licence,1645041,Bon,Oui,1985-09-16,
00-13340749,Abdoulaye,Ba,Féminin,Ziguinchor,Bignona,2017-10-15,Opérations,Analyste des Opérations,Master,2612256,Satisfaisant,Oui,1974-08-11,
00-17469659,Coumba,Ndiaye,Masculin,Dakar,Pikine,2023-04-11,Opérations,Analyste des Opérations,Licence,2458376,Satisfaisant,Oui,1983-08-31,
00-97559319,Abdoulaye,Fall,Masculin,Dakar,Dakar,2022-10-09,Ventes,Consultant Commercial,Master,2194182,À améliorer,Non,1984-11-19,
00-17266689,Ousmane,Diallo,Masculin,Dakar,Pikine,2021-11-10,Opérations,Analyste des Opérations,Master,2506078,Bon,Non,1978-05-26,
00-82675371,Coumba,Fall,Féminin,Fatick,Fatick,2023-08-06,Marketing,Coordinateur Marketing,Licence,1743360,Satisfaisant,Oui,1964-08-10,
00-18340223,Adama,Sow,Masculin,Thiès,Tivaouane,2017-10-24,Service Clientèle,Représentant Service Clientèle,Baccalauréat,1833476,Satisfaisant,Oui,1971-04-23,
00-79599020,Mamadou,Ba,Masculin,Tambacounda,Tambacounda,2024-12-20,Marketing,Créateur de Contenu,Baccalauréat,1764838,Bon,Non,2001-03-22,
00-87433088,Coumba,Diop,Masculin,Thiès,Mbour,2023-03-13,Opérations,Analyste des Opérations,Licence,2175978,Satisfaisant,Non,2000-06-09,
00-66248802,Ousmane,Thiam,Féminin,Louga,Linguère,2020-09-20,Service Clientèle,Technicien Support,Baccalauréat,2111293,Bon,Non,1974-08-24,
00-46339682,Abdoulaye,Gueye,Masculin,Dakar,Pikine,2015-12-16,Service Clientèle,Technicien Support,Baccalauréat,2411739,Satisfaisant,Non,1996-09-14,
00-12610868,Adama,Diallo,Masculin,Tambacounda,Goudiry,2019-05-11,Opérations,Coordinateur Logistique,Licence,1994015,Excellent,Oui,1963-10-28,
00-44503300,Ousmane,Ndiaye,Masculin,Tambacounda,Goudiry,2018-09-12,Ventes,Représentant Commercial,Licence,1739751,Satisfaisant,Non,1989-02-26,
00-83834823,Abdoulaye,Diallo,Masculin,Kaffrine,Malem Hodar,2019-02-04,Service Clientèle,Représentant Service Clientèle,Licence,1994390,Satisfaisant,Non,1987-06-11,
00-45013543,Mamadou,Fall,Masculin,Kédougou,Salémata,2015-03-28,Ventes,Consultant Commercial,Doctorat,2422275,Bon,Non,1990-08-10,
00-91335378,Mariama,Gueye,Masculin,Dakar,Pikine,2018-05-18,Service Clientèle,Spécialiste Support,Baccalauréat,2022657,Bon,Non,1985-12-31,
00-17094446,Adama,Ba,Masculin,Kolda,Kolda,2017-03-28,Finance,Spécialiste des Comptes Fournisseurs,Licence,1754219,Bon,Non,2000-03-29,
00-77125394,Ibrahima,Fall,Masculin,Kaolack,Kaolack,2024-10-16,Opérations,Analyste des Opérations,Master,2089673,Bon,Non,1970-02-25,
00-51112891,Fatou,Gueye,Masculin,Thiès,Tivaouane,2020-12-04,Opérations,Spécialiste des Stocks,Licence,2049266,Excellent,Non,1974-05-30,
00-78806653,Fatou,Gueye,Masculin,Kaolack,Nioro du Rip,2022-04-30,Opérations,Coordinateur Logistique,Licence,1996029,À améliorer,Non,1989-11-19,
00-96422953,Adama,Diallo,Masculin,Saint-Louis,Dagana,2016-06-12,Ventes,Représentant Commercial,Licence,2372523,Satisfaisant,Non,1972-08-04,
00-55848792,Cheikh,Fall,Masculin,Dakar,Pikine,2016-11-02,Service Clientèle,Spécialiste Support,Licence,1947057,Satisfaisant,Non,1970-02-12,
00-14466147,Ousmane,Gueye,Féminin,Dakar,Pikine,2022-12-11,Ventes,Spécialiste des Ventes,Doctorat,2401348,Bon,Non,1987-02-07,
00-79163878,Mamadou,Sow,Féminin,Ziguinchor,Oussouye,2016-05-08,Finance,Comptable,Licence,2465532,À améliorer,Oui,1995-05-28,
00-60734152,Mariama,Fall,Féminin,Diourbel,Diourbel,2024-05-24,Service Clientèle,Technicien Support,Licence,1867298,À améliorer,Non,1969-12-16,
00-59349471,Awa,Ndiaye,Masculin,Matam,Ranérou,2019-04-12,Ressources Humaines,Recruteur,Licence,1951573,Bon,Oui,1970-03-30,
00-26537057,Fatou,Diallo,Masculin,Dakar,Guédiawaye,2017-08-16,Informatique,Spécialiste Support Informatique,Baccalauréat,1866308,Bon,Oui,1981-01-21,
00-41973667,Ousmane,Diallo,Féminin,Sédhiou,Sédhiou,2016-04-24,Opérations,Coordinateur Logistique,Licence,1661651,Satisfaisant,Oui,1999-12-16,
00-12416691,Awa,Faye,Féminin,Kaolack,Guinguinéo,2021-06-30,Marketing,Coordinateur Marketing,Licence,1976352,Excellent,Oui,1980-12-29,
00-45123603,Coumba,Diop,Féminin,Kaffrine,Koungheul,2020-11-26,Ventes,Représentant Commercial,Licence,1938515,Bon,Non,1980-04-28,
00-25904783,Abdoulaye,Diop,Féminin,Fatick,Gossas,2022-02-15,Opérations,Coordinateur Logistique,Licence,2071951,Bon,Non,1992-07-18,
00-63738922,Abdoulaye,Ba,Féminin,Kaffrine,Kaffrine,2018-07-02,Service Clientèle,Spécialiste Support,Licence,1994362,Excellent,Non,1984-12-19,
00-72725216,Awa,Diop,Masculin,Ziguinchor,Ziguinchor,2019-01-21,Ventes,Consultant Commercial,Master,2384835,Satisfaisant,Non,1984-12-08,
00-48249537,Cheikh,Sow,Féminin,Kolda,Médina Yoro Foulah,2019-12-03,Opérations,Coordinateur Logistique,Licence,1945241,Bon,Non,2004-06-20,
00-60061882,Abdoulaye,Faye,Masculin,Kaolack,Kaolack,2018-09-04,Informatique,Développeur Logiciel,Master,3418897,Satisfaisant,Non,1965-11-09,
00-96988751,Mariama,Gueye,Féminin,Dakar,Dakar,2016-08-14,Ventes,Spécialiste des Ventes,Master,1985307,Bon,Non,1998-12-26,
00-19042736,Awa,Diop,Féminin,Louga,Louga,2024-08-13,Informatique,Développeur Logiciel,Licence,2525416,Bon,Non,1986-04-23,
00-16877537,Abdoulaye,Diop,Masculin,Dakar,Guédiawaye,2023-08-30,Service Clientèle,Spécialiste Support,Baccalauréat,2063368,Excellent,Non,1963-01-09,
00-58603012,Mamadou,Ndiaye,Masculin,Louga,Kébémer,2015-01-28,Service Clientèle,Représentant Service Clientèle,Licence,2132340,Bon,Non,1973-01-01,
00-56709860,Mariama,Faye,Masculin,Kaolack,Guinguinéo,2019-07-03,Informatique,Spécialiste Support Informatique,Licence,2061876,Satisfaisant,Non,1980-04-01,
00-94116630,Cheikh,Faye,Féminin,Sédhiou,Bounkiling,2017-12-12,Opérations,Analyste des Opérations,Licence,1778640,Bon,Non,1984-08-30,
00-33105395,Ibrahima,Fall,Masculin,Louga,Kébémer,2018-03-17,Opérations,Coordinateur Logistique,Licence,2088801,Excellent,Non,1985-12-24,
00-90939475,Abdoulaye,Diallo,Féminin,Dakar,Dakar,2021-07-14,Service Clientèle,Technicien Support,Baccalauréat,2356501,Bon,Non,1999-07-13,
00-97772059,Ousmane,Sow,Masculin,Diourbel,Diourbel,2023-02-16,Service Clientèle,Spécialiste Support,Baccalauréat,1728536,Excellent,Non,1976-12-14,
00-89859954,Abdoulaye,Diallo,Masculin,Saint-Louis,Dagana,2017-12-03,Informatique,Développeur Logiciel,Licence,3047559,Satisfaisant,Oui,1998-06-17,
00-30313574,Adama,Faye,Masculin,Dakar,Dakar,2022-09-22,Ventes,Responsable des Ventes,Master,2362929,Bon,Non,1996-09-15,
00-97032971,Fatou,Diop,Féminin,Sédhiou,Sédhiou,2017-05-29,Opérations,Spécialiste des Stocks,Licence,1687120,Satisfaisant,Non,1976-08-09,
00-25167381,Ousmane,Sow,Féminin,Thiès,Thiès,2019-07-25,Opérations,Coordinateur Logistique,Licence,1950629,Satisfaisant,Oui,1988-02-01,
00-59175761,Awa,Sow,Féminin,Kaolack,Nioro du Rip,2017-04-26,Service Clientèle,Spécialiste Support,Licence,1738563,Excellent,Non,1983-07-12,
00-40839134,Abdoulaye,Gueye,Masculin,Saint-Louis,Saint-Louis,2023-06-10,Opérations,Spécialiste des Stocks,Baccalauréat,1834598,Satisfaisant,Oui,1986-05-06,
00-86964296,Ibrahima,Fall,Masculin,Fatick,Fatick,2018-01-21,Opérations,Coordinateur Logistique,Licence,1925182,Excellent,Non,1983-01-11,
00-60563048,Mamadou,Thiam,Féminin,Kolda,Kolda,2018-12-05,Service Clientèle,Représentant Service Clientèle,Licence,1939963,Bon,Non,1975-05-16,
00-21865330,Abdoulaye,Diallo,Féminin,Thiès,Tivaouane,2020-11-27,Ventes,Spécialiste des Ventes,Doctorat,1714464,Excellent,Oui,1973-06-28,
00-58743864,Coumba,Diallo,Masculin,Thiès,Mbour,2021-02-28,Opérations,Spécialiste des Stocks,Baccalauréat,1671075,Bon,Oui,1988-07-17,
00-78335605,Awa,Diallo,Féminin,Kaffrine,Malem Hodar,2017-02-23,Informatique,Spécialiste Support Informatique,Licence,1876977,Bon,Non,1998-08-02,
00-79190320,Mamadou,Sow,Masculin,Saint-Louis,Podor,2024-03-18,Ventes,Représentant Commercial,Licence,1767740,Bon,Oui,1966-09-30,
00-63790137,Fatou,Diallo,Féminin,Kolda,Kolda,2022-05-14,Opérations,Coordinateur Logistique,Licence,2198863,Excellent,Oui,1969-08-17,
00-69620685,Mariama,Diallo,Masculin,Kaolack,Nioro du Rip,2018-06-08,Service Clientèle,Représentant Service Clientèle,Licence,1670207,Satisfaisant,Non,1993-03-29,
00-87518631,Coumba,Gueye,Masculin,Louga,Louga,2017-08-10,Ventes,Représentant Commercial,Licence,1906046,Bon,Non,1970-09-24,
00-42680207,Ousmane,Ndiaye,Féminin,Dakar,Dakar,2024-12-12,Opérations,Spécialiste des Stocks,Baccalauréat,1863296,Bon,Non,1986-07-11,
00-24667356,Awa,Ba,Féminin,Dakar,Guédiawaye,2016-12-18,Informatique,Développeur Logiciel,Licence,2519444,Bon,Oui,1981-03-02,
00-79535276,Ousmane,Ba,Féminin,Kaffrine,Kaffrine,2024-06-26,Service Clientèle,Représentant Service Clientèle,Licence,1914221,À améliorer,Oui,1974-11-24,
00-66947358,Coumba,Faye,Masculin,Saint-Louis,Podor,2020-02-25,Opérations,Spécialiste des Stocks,Baccalauréat,2030071,Satisfaisant,Non,1973-05-06,
00-90054740,Cheikh,Ndiaye,Féminin,Tambacounda,Bakel,2016-05-02,Ventes,Représentant Commercial,Licence,1826003,Excellent,Non,1964-05-25,
00-87426850,Adama,Ba,Féminin,Kaolack,Nioro du Rip,2020-11-30,Service Clientèle,Technicien Support,Licence,1895515,Bon,Non,1971-06-20,
00-98460162,Abdoulaye,Sow,Féminin,Diourbel,Bambey,2022-10-05,Finance,Analyste Financier,Licence,3105281,Satisfaisant,Non,1978-11-12,
00-81386830,Mamadou,Diop,Féminin,Dakar,Guédiawaye,2023-03-12,Service Clientèle,Représentant Service Clientèle,Baccalauréat,2145694,Satisfaisant,Non,1982-12-29,
00-66182346,Mariama,Ndiaye,Masculin,Kaolack,Kaolack,2018-10-30,Opérations,Coordinateur Logistique,Licence,2113461,À améliorer,Non,1989-01-30,
00-28019495,Mamadou,Diouf,Masculin,Fatick,Foundiougne,2023-02-01,Opérations,Coordinateur Logistique,Licence,1644948,Bon,Oui,1981-04-05,
00-32007060,Ibrahima,Thiam,Féminin,Thiès,Thiès,2023-07-09,Opérations,Analyste des Opérations,Master,2014345,Excellent,Oui,1983-05-01,
00-83559482,Awa,Faye,Féminin,Kaolack,Guinguinéo,2017-05-10,Ventes,Consultant Commercial,Doctorat,2330416,Excellent,Non,1970-04-20,
00-47838093,Abdoulaye,Diallo,Masculin,Diourbel,Mbacké,2021-09-03,Informatique,Développeur Logiciel,Licence,2756819,À améliorer,Non,1982-07-11,
00-69976056,Mariama,Gueye,Féminin,Diourbel,Diourbel,2015-03-10,Informatique,Spécialiste Support Informatique,Licence,1786982,Excellent,Non,1965-02-08,
00-43273461,Abdoulaye,Ba,Féminin,Thiès,Thiès,2019-05-02,Opérations,Spécialiste des Stocks,Baccalauréat,1710764,Satisfaisant,Non,1984-02-23,
00-73678218,Fatou,Ba,Masculin,Diourbel,Bambey,2017-09-04,Marketing,Spécialiste SEO,Licence,1931060,Satisfaisant,Non,1991-01-15,
00-34583524,Abdoulaye,Diouf,Masculin,Diourbel,Bambey,2020-01-23,Ventes,Représentant Commercial,Licence,1708291,Bon,Oui,1989-04-21,
00-29334982,Ibrahima,Ndiaye,Féminin,Kolda,Kolda,2019-01-02,Ventes,Consultant Commercial,Doctorat,2479874,Excellent,Non,2001-10-19,
00-77571514,Coumba,Faye,Masculin,Thiès,Mbour,2019-06-25,Opérations,Coordinateur Logistique,Licence,1976075,Bon,Non,1976-08-09,
00-71877617,Abdoulaye,Diouf,Féminin,Louga,Louga,2017-04-17,Opérations,Spécialiste des Stocks,Baccalauréat,1872074,Bon,Oui,1989-04-12,
00-44625815,Abdoulaye,Diallo,Féminin,Kaolack,Nioro du Rip,2024-03-22,Ventes,Représentant Commercial,Licence,1830343,Bon,Non,1981-06-19,
00-10573297,Awa,Faye,Masculin,Saint-Louis,Saint-Louis,2024-10-22,Informatique,Développeur Logiciel,Master,2775357,À améliorer,Non,1981-12-11,
00-88013335,Cheikh,Gueye,Féminin,Sédhiou,Goudomp,2024-10-27,Opérations,Coordinateur Logistique,Licence,1918452,Satisfaisant,Non,1997-08-14,
00-54062774,Ibrahima,Gueye,Féminin,Dakar,Dakar,2017-03-07,Service Clientèle,Spécialiste Support,Licence,1873010,Satisfaisant,Non,1990-04-11,
00-99051886,Awa,Faye,Masculin,Kaolack,Kaolack,2017-08-12,Opérations,Spécialiste des Stocks,Baccalauréat,1753128,Bon,Non,1989-12-25,
00-79247286,Ibrahima,Diop,Masculin,Saint-Louis,Dagana,2016-10-23,Ventes,Consultant Commercial,Doctorat,2605985,Excellent,Oui,1982-07-13,
00-80865061,Mariama,Diallo,Masculin,Louga,Linguère,2019-03-03,Finance,Analyste Financier,Licence,2363201,Satisfaisant,Non,1990-08-25,
00-99802365,Ousmane,Gueye,Masculin,Matam,Matam,2016-07-09,Informatique,Spécialiste Support Informatique,Licence,1792812,À améliorer,Non,1971-06-17,
00-64974173,Coumba,Gueye,Féminin,Thiès,Mbour,2017-11-01,Ventes,Spécialiste des Ventes,Master,2305159,Bon,Non,2003-05-20,
00-42211232,Mamadou,Fall,Féminin,Kolda,Vélingara,2015-10-24,Ventes,Spécialiste des Ventes,Master,2654749,Excellent,Non,1983-12-12,
00-92314272,Mariama,Thiam,Masculin,Louga,Kébémer,2015-10-30,Informatique,Développeur Logiciel,Master,2320838,Bon,Oui,2002-04-28,
00-23708744,Adama,Diop,Féminin,Saint-Louis,Podor,2017-02-04,Ventes,Consultant Commercial,Master,2145676,Bon,Non,2000-01-27,
00-95317597,Mariama,Sow,Féminin,Tambacounda,Bakel,2017-02-20,Informatique,Développeur Logiciel,Licence,3151634,Bon,Non,1983-11-06,
00-69054810,Fatou,Fall,Féminin,Thiès,Thiès,2016-08-26,Opérations,Spécialiste des Stocks,Licence,1659031,À améliorer,Non,1986-03-31,
00-97067062,Fatou,Diallo,Masculin,Diourbel,Bambey,2017-06-18,Ventes,Représentant Commercial,Licence,2012964,Bon,Non,1985-02-12,
00-35240048,Awa,Ba,Masculin,Dakar,Dakar,2017-09-04,Informatique,Spécialiste Support Informatique,Baccalauréat,1679367,Excellent,Non,1979-01-10,
00-82961609,Mamadou,Fall,Féminin,Thiès,Thiès,2020-06-15,Ventes,Représentant Commercial,Licence,2186358,Excellent,Non,1981-05-22,
00-75534494,Coumba,Diop,Masculin,Saint-Louis,Saint-Louis,2023-06-06,Ventes,Représentant Commercial,Licence,2303460,Satisfaisant,Non,1970-04-02,
00-52808737,Mariama,Diouf,Masculin,Kolda,Kolda,2021-06-16,Marketing,Créateur de Contenu,Baccalauréat,2097416,Bon,Non,1996-06-11,
00-78934149,Adama,Gueye,Féminin,Kolda,Kolda,2017-07-05,Ventes,Spécialiste des Ventes,Master,1769374,Bon,Oui,1981-09-08,
00-49789085,Awa,Thiam,Masculin,Tambacounda,Bakel,2024-05-28,Opérations,Coordinateur Logistique,Licence,1888932,Bon,Non,1993-12-21,
00-83950656,Coumba,Ndiaye,Féminin,Kaffrine,Malem Hodar,2018-01-02,Service Clientèle,Technicien Support,Baccalauréat,2050225,Excellent,Oui,2001-01-21,
00-98955800,Coumba,Thiam,Féminin,Kaolack,Kaolack,2018-01-15,Opérations,Spécialiste des Stocks,Licence,2018671,Bon,Oui,1989-08-07,
00-52426064,Ibrahima,Diallo,Féminin,Dakar,Pikine,2019-07-27,Service Clientèle,Spécialiste Support,Baccalauréat,2120289,Bon,Non,1961-08-04,
00-80594785,Mariama,Ndiaye,Masculin,Dakar,Guédiawaye,2020-03-18,Ventes,Représentant Commercial,Licence,2127250,Excellent,Non,1985-08-04,
00-81486463,Mariama,Fall,Masculin,Kaffrine,Malem Hodar,2023-10-11,Service Clientèle,Représentant Service Clientèle,Licence,2085355,Bon,Non,1995-02-08,
00-15966785,Cheikh,Ba,Féminin,Ziguinchor,Ziguinchor,2022-05-25,Finance,Comptable,Licence,2026035,Bon,Non,1980-04-19,
00-92798083,Coumba,Thiam,Féminin,Fatick,Fatick,2023-01-06,Service Clientèle,Technicien Support,Baccalauréat,2387793,Bon,Oui,1961-07-06,
00-32493148,Cheikh,Ndiaye,Masculin,Kédougou,Saraya,2024-12-12,Ventes,Spécialiste des Ventes,Master,2122917,Bon,Non,1977-05-06,
00-68061350,Adama,Thiam,Masculin,Diourbel,Mbacké,2019-05-06,Service Clientèle,Spécialiste Support,Baccalauréat,1813997,À améliorer,Oui,1983-07-25,
00-69393218,Abdoulaye,Thiam,Masculin,Thiès,Tivaouane,2018-10-21,Ventes,Représentant Commercial,Licence,2203796,Bon,Non,1993-09-16,
00-99040345,Ousmane,Ndiaye,Masculin,Dakar,Guédiawaye,2019-11-20,Marketing,Coordinateur Marketing,Licence,2143388,Satisfaisant,Non,1994-05-20,
00-60830809,Mamadou,Sow,Féminin,Sédhiou,Goudomp,2017-07-26,Opérations,Spécialiste des Stocks,Baccalauréat,1816293,Satisfaisant,Oui,1998-01-04,
00-70241722,Coumba,Sow,Féminin,Dakar,Guédiawaye,2023-03-16,Service Clientèle,Représentant Service Clientèle,Licence,2137769,Bon,Non,1972-11-30,
00-10973502,Adama,Ndiaye,Masculin,Tambacounda,Tambacounda,2022-01-07,Informatique,Développeur Logiciel,Master,2706086,Bon,Non,1998-03-31,
00-39778113,Mariama,Diouf,Masculin,Diourbel,Mbacké,2023-09-20,Opérations,Coordinateur Logistique,Licence,1944942,Satisfaisant,Non,1995-10-22,
00-59430096,Abdoulaye,Sow,Masculin,Dakar,Guédiawaye,2018-01-02,Ventes,Consultant Commercial,Licence,2138152,Satisfaisant,Non,1982-05-11,
00-35887622,Fatou,Fall,Féminin,Thiès,Tivaouane,2020-08-31,Opérations,Coordinateur Logistique,Licence,1677569,Bon,Non,1999-10-02,
00-14905748,Mamadou,Diallo,Masculin,Thiès,Thiès,2018-10-12,Opérations,Analyste des Opérations,Master,2430647,Satisfaisant,Non,1972-07-10,
00-57842293,Ibrahima,Fall,Masculin,Diourbel,Diourbel,2017-04-07,Ventes,Représentant Commercial,Licence,1861640,Bon,Oui,1984-02-25,
00-72046463,Cheikh,Ndiaye,Féminin,Matam,Matam,2017-03-29,Ventes,Consultant Commercial,Doctorat,2905718,Bon,Non,1974-07-14,
00-70151314,Mamadou,Diallo,Féminin,Matam,Ranérou,2022-09-27,Informatique,Développeur Logiciel,Master,3267089,Excellent,Non,1985-03-18,
00-30453841,Ousmane,Diouf,Féminin,Dakar,Guédiawaye,2018-12-07,Service Clientèle,Spécialiste Support,Baccalauréat,2096250,Satisfaisant,Oui,2004-06-07,
00-91018006,Cheikh,Faye,Masculin,Dakar,Guédiawaye,2023-05-14,Service Clientèle,Technicien Support,Licence,2417389,Satisfaisant,Non,1998-07-06,
00-15191208,Mariama,Ba,Masculin,Louga,Louga,2016-05-01,Opérations,Analyste des Opérations,Licence,2539238,Excellent,Non,1998-05-13,
00-82133576,Awa,Diouf,Féminin,Kaolack,Nioro du Rip,2023-02-20,Ventes,Responsable des Ventes,Master,3853398,Bon,Non,1972-02-19,
00-48317707,Adama,Fall,Féminin,Sédhiou,Goudomp,2017-02-09,Opérations,Spécialiste des Stocks,Licence,1924801,Bon,Non,1977-08-20,
00-56072878,Adama,Faye,Féminin,Dakar,Dakar,2015-05-29,Opérations,Analyste des Opérations,Licence,2207889,Satisfaisant,Non,1974-09-26,
00-45508199,Adama,Fall,Féminin,Fatick,Foundiougne,2022-07-15,Informatique,Développeur Logiciel,Licence,3146468,Satisfaisant,Oui,1962-02-17,
00-33933142,Ibrahima,Ba,Masculin,Kédougou,Saraya,2024-08-16,Marketing,Créateur de Contenu,Baccalauréat,2146309,Satisfaisant,Non,1970-06-13,
00-83063168,Ibrahima,Diouf,Féminin,Thiès,Mbour,2018-04-29,Opérations,Spécialiste des Stocks,Licence,1938252,Bon,Non,1988-09-10,
00-68747539,Mamadou,Diop,Masculin,Kolda,Kolda,2022-03-06,Opérations,Responsable des Opérations,Master,3330232,Satisfaisant,Non,1993-12-03,
00-42098427,Ibrahima,Diallo,Masculin,Saint-Louis,Saint-Louis,2024-01-26,Finance,Comptable,Licence,1873481,Bon,Oui,2002-06-27,
00-89567575,Mariama,Ndiaye,Féminin,Dakar,Pikine,2019-11-16,Ventes,Consultant Commercial,Doctorat,2441199,À améliorer,Non,1977-04-26,
00-65375607,Mamadou,Thiam,Féminin,Sédhiou,Sédhiou,2020-01-18,Finance,Analyste Financier,Licence,2193094,Bon,Non,1977-03-09,
00-21427734,Fatou,Diop,Masculin,Kaolack,Nioro du Rip,2017-04-26,Opérations,Spécialiste des Stocks,Baccalauréat,1960866,À améliorer,Oui,1979-07-13,
00-78672798,Mamadou,Ba,Féminin,Kaffrine,Kaffrine,2017-04-23,Ressources Humaines,Recruteur,Licence,2397028,Bon,Non,1971-02-05,
